# all_props,etm,htm,PCE,latents,pred_bg
-8.142166137695312500e-01,-6.421986222267150879e-01,-2.541560232639312744e-01,6.638734936714172363e-01,2.186218798160552979e-01,1.586581021547317505e-01,2.467157095670700073e-01,-2.491468340158462524e-01,8.365349471569061279e-02,2.491430938243865967e-01,5.616959929466247559e-01,5.616958141326904297e-01,-5.616958737373352051e-01,-5.616948604583740234e-01,-5.616956949234008789e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.330000019073486328e+01,2.465216815471649170e-01,1.169467121362686157e-01,-2.666748166084289551e-01,-7.481873035430908203e-01,-6.847771406173706055e-01,8.180444240570068359e-01,-2.373971045017242432e-01,-8.381744623184204102e-01,-6.041706800460815430e-01,6.723437309265136719e-01,-2.216958403587341309e-01,6.170467138290405273e-01,-2.309651374816894531e-01
-8.142166137695312500e-01,-6.421986222267150879e-01,-2.541560232639312744e-01,6.638734936714172363e-01,2.186218798160552979e-01,1.586581021547317505e-01,2.467157095670700073e-01,-2.491468340158462524e-01,8.365349471569061279e-02,2.491430938243865967e-01,5.616959929466247559e-01,5.616958141326904297e-01,-5.616958737373352051e-01,-5.616948604583740234e-01,-5.616956949234008789e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.720000076293945312e+01,2.465216815471649170e-01,1.169467121362686157e-01,-2.666748166084289551e-01,-7.481873035430908203e-01,-6.847771406173706055e-01,8.180444240570068359e-01,-2.373971045017242432e-01,-8.381744623184204102e-01,-6.041706800460815430e-01,6.723437309265136719e-01,-2.216958403587341309e-01,6.170467138290405273e-01,-3.175530731678009033e-01
9.220870733261108398e-01,6.979707479476928711e-01,2.564156353473663330e-01,-7.218974828720092773e-01,-2.165952026844024658e-01,1.586581021547317505e-01,2.467157095670700073e-01,-2.491468340158462524e-01,8.365349471569061279e-02,2.491430938243865967e-01,-6.959533691406250000e-01,-6.959505677223205566e-01,6.959545612335205078e-01,6.959489583969116211e-01,6.959538459777832031e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.845000076293945312e+01,2.514506280422210693e-01,3.305115997791290283e-01,-2.181516587734222412e-01,8.735353946685791016e-01,7.478205561637878418e-01,-1.031092166900634766e+00,-2.691552042961120605e-01,9.385851621627807617e-01,7.886382341384887695e-01,-9.746441245079040527e-01,5.886972546577453613e-01,-8.250389695167541504e-01,9.404463171958923340e-01
1.015067815780639648e+00,7.424097061157226562e-01,2.555195689201354980e-01,-7.691146731376647949e-01,-2.118953913450241089e-01,1.586581021547317505e-01,2.467157095670700073e-01,-2.491468340158462524e-01,8.365349471569061279e-02,2.491430938243865967e-01,-3.482492566108703613e-01,-3.482494950294494629e-01,3.482510745525360107e-01,3.482506871223449707e-01,3.482497036457061768e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.943000030517578125e+01,2.494707256555557251e-01,3.349336385726928711e-01,-2.317214161157608032e-01,9.198622703552246094e-01,7.949962615966796875e-01,-1.090590715408325195e+00,-2.576821148395538330e-01,1.034529328346252441e+00,4.046605825424194336e-01,-5.345754027366638184e-01,4.343914389610290527e-01,-4.182154834270477295e-01,6.405159235000610352e-01
1.015067815780639648e+00,7.424097061157226562e-01,2.555195689201354980e-01,-7.691146731376647949e-01,-2.118953913450241089e-01,1.586581021547317505e-01,2.467157095670700073e-01,-2.491468340158462524e-01,8.365349471569061279e-02,2.491430938243865967e-01,-3.482492566108703613e-01,-3.482494950294494629e-01,3.482510745525360107e-01,3.482506871223449707e-01,3.482497036457061768e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.052000045776367188e+01,2.494707256555557251e-01,3.349336385726928711e-01,-2.317214161157608032e-01,9.198622703552246094e-01,7.949962615966796875e-01,-1.090590715408325195e+00,-2.576821148395538330e-01,1.034529328346252441e+00,4.046605825424194336e-01,-5.345754027366638184e-01,4.343914389610290527e-01,-4.182154834270477295e-01,5.440160036087036133e-01
1.015067815780639648e+00,7.424097061157226562e-01,2.555195689201354980e-01,-7.691146731376647949e-01,-2.118953913450241089e-01,1.586581021547317505e-01,2.467157095670700073e-01,-2.491468340158462524e-01,8.365349471569061279e-02,2.491430938243865967e-01,-3.482492566108703613e-01,-3.482494950294494629e-01,3.482510745525360107e-01,3.482506871223449707e-01,3.482497036457061768e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.120000076293945312e+01,2.494707256555557251e-01,3.349336385726928711e-01,-2.317214161157608032e-01,9.198622703552246094e-01,7.949962615966796875e-01,-1.090590715408325195e+00,-2.576821148395538330e-01,1.034529328346252441e+00,4.046605825424194336e-01,-5.345754027366638184e-01,4.343914389610290527e-01,-4.182154834270477295e-01,7.011393904685974121e-01
9.220870733261108398e-01,6.979707479476928711e-01,2.564156353473663330e-01,-7.218974828720092773e-01,-2.165952026844024658e-01,1.586581021547317505e-01,2.467157095670700073e-01,-2.491468340158462524e-01,8.365349471569061279e-02,2.491430938243865967e-01,-6.712895631790161133e-01,-6.712903380393981934e-01,6.712898015975952148e-01,6.712880134582519531e-01,6.712900400161743164e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.560000038146972656e+01,2.512807250022888184e-01,3.299538195133209229e-01,-2.191314995288848877e-01,8.730159997940063477e-01,7.476702332496643066e-01,-1.031328201293945312e+00,-2.683680653572082520e-01,9.386868476867675781e-01,7.613540291786193848e-01,-9.440839290618896484e-01,5.778564214706420898e-01,-7.961183786392211914e-01,9.385077357292175293e-01
9.220870733261108398e-01,6.979707479476928711e-01,2.564156353473663330e-01,-7.218974828720092773e-01,-2.165952026844024658e-01,1.586581021547317505e-01,2.467157095670700073e-01,-2.491468340158462524e-01,8.365349471569061279e-02,2.491430938243865967e-01,-6.712895631790161133e-01,-6.712903380393981934e-01,6.712898015975952148e-01,6.712880134582519531e-01,6.712900400161743164e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.323999977111816406e+01,2.512807250022888184e-01,3.299538195133209229e-01,-2.191314995288848877e-01,8.730159997940063477e-01,7.476702332496643066e-01,-1.031328201293945312e+00,-2.683680653572082520e-01,9.386868476867675781e-01,7.613540291786193848e-01,-9.440839290618896484e-01,5.778564214706420898e-01,-7.961183786392211914e-01,9.860937595367431641e-01
9.220870733261108398e-01,6.979707479476928711e-01,2.564156353473663330e-01,-7.218974828720092773e-01,-2.165952026844024658e-01,1.586581021547317505e-01,2.467157095670700073e-01,-2.491468340158462524e-01,8.365349471569061279e-02,2.491430938243865967e-01,-6.712895631790161133e-01,-6.712903380393981934e-01,6.712898015975952148e-01,6.712880134582519531e-01,6.712900400161743164e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.369999885559082031e+00,2.512807250022888184e-01,3.299538195133209229e-01,-2.191314995288848877e-01,8.730159997940063477e-01,7.476702332496643066e-01,-1.031328201293945312e+00,-2.683680653572082520e-01,9.386868476867675781e-01,7.613540291786193848e-01,-9.440839290618896484e-01,5.778564214706420898e-01,-7.961183786392211914e-01,1.013538360595703125e+00
1.569906830787658691e+00,4.972609281539916992e-01,-2.771358489990234375e-01,-5.468227863311767578e-01,3.391135632991790771e-01,1.586581021547317505e-01,2.467157095670700073e-01,-2.491468340158462524e-01,8.365349471569061279e-02,2.491430938243865967e-01,5.616959929466247559e-01,5.616958141326904297e-01,-5.616958737373352051e-01,-5.616948604583740234e-01,-5.616956949234008789e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.093999958038330078e+01,2.571624517440795898e-01,4.324516654014587402e-01,-2.604238986968994141e-01,6.103054285049438477e-01,5.737827420234680176e-01,-7.345090508460998535e-01,-2.277830541133880615e-01,1.585747003555297852e+00,-5.905032157897949219e-01,6.740849614143371582e-01,-2.593165338039398193e-01,6.085107922554016113e-01,1.631838036701083183e-03
