val_PCE_mae,val_PCE_rmse,val_latents_mae,val_latents_rmse,val_etm_ce,val_etm_accuracy,val_htm_ce,val_htm_accuracy,total_val_loss,epoch,step,train_PCE_mae,train_PCE_rmse,train_latents_mae,train_latents_rmse,train_etm_ce,train_etm_accuracy,train_htm_ce,train_htm_accuracy,total_train_loss,l1_weight_loss,l2_weight_loss,l1_bias_loss,l2_bias_loss
13.776214599609375,14.475266456604004,0.6768662333488464,0.9803306460380554,2.199749231338501,0.42342862486839294,1.5333918333053589,0.398499995470047,18.186222076416016,0,16,,,,,,,,,,,,,
,,,,,,,,,0,16,14.379467010498047,15.120560646057129,0.7608585357666016,1.1428428888320923,2.2554237842559814,0.4329531192779541,1.7403727769851685,0.33949580788612366,19.893936157226562,0.7578117847442627,0.0,0.0,0.0
13.776214599609375,14.475266456604004,0.6024730205535889,0.9111297130584717,2.0360093116760254,0.5145714282989502,1.32833993434906,0.5264999866485596,17.743038177490234,1,33,,,,,,,,,,,,,
,,,,,,,,,1,33,14.398418426513672,15.147086143493652,0.6746584177017212,1.0725489854812622,2.096342086791992,0.484657883644104,1.483193039894104,0.44260504841804504,19.3887996673584,0.7361893057823181,0.0,0.0,0.0
13.776214599609375,14.475266456604004,0.5370990633964539,0.845956027507782,1.9070215225219727,0.5531429052352905,1.1546293497085571,0.6104999780654907,17.37496566772461,2,50,,,,,,,,,,,,,
,,,,,,,,,2,50,14.316603660583496,15.084321022033691,0.6115525364875793,1.0343588590621948,1.9455360174179077,0.5350179672241211,1.2606377601623535,0.5740966200828552,18.85056495666504,0.7162370681762695,0.0,0.0,0.0
13.7078857421875,14.40284538269043,0.48995593190193176,0.7945926785469055,1.7898147106170654,0.6054285168647766,1.0141888856887817,0.671500027179718,17.00184440612793,3,67,,,,,,,,,,,,,
,,,,,,,,,3,67,14.357165336608887,15.145829200744629,0.5569753050804138,0.9767037630081177,1.8289029598236084,0.5678871870040894,1.0818499326705933,0.6675000190734863,18.524106979370117,0.6992132663726807,0.0,0.0,0.0
10.40400218963623,11.5326566696167,0.46641382575035095,0.7696148157119751,1.6795802116394043,0.6399999856948853,0.9205503463745117,0.7615000009536743,13.47054672241211,4,84,,,,,,,,,,,,,
,,,,,,,,,4,84,12.849137306213379,13.914932250976562,0.5256356000900269,0.9403827786445618,1.739238977432251,0.6043577194213867,0.9426560401916504,0.7381512522697449,16.74295425415039,0.6862851977348328,0.0,0.0,0.0
10.34531307220459,11.414104461669922,0.4240609407424927,0.7240045070648193,1.610685110092163,0.6482856869697571,0.8741148710250854,0.8349999785423279,13.25417423248291,5,101,,,,,,,,,,,,,
,,,,,,,,,5,101,11.423725128173828,12.811393737792969,0.5093727707862854,0.9512606263160706,1.6483350992202759,0.614381730556488,0.8667363524436951,0.8132352828979492,15.125659942626953,0.6774879097938538,0.0,0.0,0.0
9.247316360473633,10.94283390045166,0.4028667211532593,0.7074275612831116,1.5295960903167725,0.6439999938011169,0.8230681419372559,0.8385000228881836,12.002847671508789,6,118,,,,,,,,,,,,,
,,,,,,,,,6,118,10.904085159301758,12.36175537109375,0.4700298011302948,0.9227771759033203,1.5749781131744385,0.6170707941055298,0.8106364607810974,0.8421008586883545,14.430831909179688,0.6711018681526184,0.0,0.0,0.0
9.470355033874512,10.968194007873535,0.38006410002708435,0.6846535801887512,1.4679105281829834,0.6562857031822205,0.7794099450111389,0.8519999980926514,12.097740173339844,7,135,,,,,,,,,,,,,
,,,,,,,,,7,135,10.512697219848633,12.058403968811035,0.44596031308174133,0.9026966094970703,1.513351321220398,0.6191956996917725,0.7768885493278503,0.8394957780838013,13.914073944091797,0.6651771664619446,0.0,0.0,0.0
9.097926139831543,10.754804611206055,0.35538703203201294,0.6606186032295227,1.4159598350524902,0.680571436882019,0.7266461253166199,0.8615000247955322,11.595916748046875,8,152,,,,,,,,,,,,,
,,,,,,,,,8,152,10.385078430175781,12.01805305480957,0.41557973623275757,0.8631168603897095,1.4494714736938477,0.6459184288978577,0.711321234703064,0.868697464466095,13.621166229248047,0.659714937210083,0.0,0.0,0.0
9.078468322753906,10.701587677001953,0.3346274197101593,0.6395936012268066,1.3701213598251343,0.7045714259147644,0.6868001222610474,0.8654999732971191,11.470016479492188,9,169,,,,,,,,,,,,,
,,,,,,,,,9,169,10.132254600524902,11.798110008239746,0.42073482275009155,0.8996788263320923,1.4080897569656372,0.673877477645874,0.6679133772850037,0.8712604641914368,13.284280776977539,0.6552877426147461,0.0,0.0,0.0
9.104787826538086,10.669334411621094,0.32482483983039856,0.6272262930870056,1.3211480379104614,0.7037142515182495,0.64897620677948,0.8859999775886536,11.399737358093262,10,186,,,,,,,,,,,,,
,,,,,,,,,10,186,10.140690803527832,11.826610565185547,0.37082594633102417,0.8035642504692078,1.3654743432998657,0.6821849346160889,0.6223620772361755,0.9044537544250488,13.150674819946289,0.6513206362724304,0.0,0.0,0.0
9.01208209991455,10.610782623291016,0.30973121523857117,0.6105251908302307,1.2795931100845337,0.7059999704360962,0.622617781162262,0.8889999985694885,11.224023818969727,11,203,,,,,,,,,,,,,
,,,,,,,,,11,203,10.206335067749023,11.8862943649292,0.3787757456302643,0.83734530210495,1.3181818723678589,0.6846339106559753,0.5866826176643372,0.9119747877120972,13.137969970703125,0.6479955315589905,0.0,0.0,0.0
8.989252090454102,10.578797340393066,0.29864567518234253,0.5971318483352661,1.2388882637023926,0.7077143788337708,0.593120813369751,0.8865000009536743,11.119906425476074,12,220,,,,,,,,,,,,,
