val_PCE_mae,val_PCE_rmse,val_latents_mae,val_latents_rmse,val_etm_ce,val_etm_accuracy,val_htm_ce,val_htm_accuracy,total_val_loss,epoch,step,train_PCE_mae,train_PCE_rmse,train_latents_mae,train_latents_rmse,train_etm_ce,train_etm_accuracy,train_htm_ce,train_htm_accuracy,total_train_loss,l1_weight_loss,l2_weight_loss,l1_bias_loss,l2_bias_loss
9.282114028930664,10.955920219421387,0.6336410045623779,0.975030779838562,1.9657666683197021,0.4894285798072815,1.4173794984817505,0.4255000054836273,13.298901557922363,0,16,,,,,,,,,,,,,
,,,,,,,,,0,16,11.200569152832031,12.644426345825195,0.6526434421539307,0.9838696718215942,1.9950987100601196,0.5007442831993103,1.4306343793869019,0.47399160265922546,15.395832061767578,0.11688735336065292,0.0,0.0,0.0
9.016192436218262,10.647784233093262,0.6232062578201294,0.9679734110832214,1.9535785913467407,0.5048571228981018,1.4036942720413208,0.43050000071525574,12.996671676635742,1,33,,,,,,,,,,,,,
,,,,,,,,,1,33,10.891080856323242,12.425594329833984,0.6387408375740051,0.9685537815093994,1.9799882173538208,0.5054861903190613,1.4331411123275757,0.46409663558006287,15.059386253356934,0.11643434315919876,0.0,0.0,0.0
8.734740257263184,10.39366340637207,0.61328125,0.9612480401992798,1.9396170377731323,0.4877142906188965,1.384640097618103,0.45350000262260437,12.672279357910156,2,50,,,,,,,,,,,,,
,,,,,,,,,2,50,10.438626289367676,12.118753433227539,0.6345089673995972,0.978053092956543,1.9750452041625977,0.5045978426933289,1.4215041399002075,0.4745798408985138,14.585600852966309,0.11591663956642151,0.0,0.0,0.0
8.096158027648926,9.68173599243164,0.6006574630737305,0.9529703259468079,1.9257515668869019,0.49171432852745056,1.3658658266067505,0.515500009059906,11.988432884216309,3,67,,,,,,,,,,,,,
,,,,,,,,,3,67,10.21517276763916,11.878944396972656,0.6225950121879578,0.9711393713951111,1.957013726234436,0.5121608376502991,1.3932594060897827,0.5247058868408203,14.304003715515137,0.11596347391605377,0.0,0.0,0.0
6.209203720092773,7.588498592376709,0.5839580297470093,0.9417892694473267,1.9118950366973877,0.5285714268684387,1.3457746505737305,0.5184999704360962,10.05083179473877,4,84,,,,,,,,,,,,,
,,,,,,,,,4,84,8.295430183410645,9.951924324035645,0.6096821427345276,0.9708079695701599,1.9370381832122803,0.5388115644454956,1.3868136405944824,0.5637814998626709,12.345819473266602,0.11685451120138168,0.0,0.0,0.0
4.615392208099365,5.838232040405273,0.5687397718429565,0.9328584671020508,1.9011293649673462,0.5488571524620056,1.3283066749572754,0.5134999752044678,8.413567543029785,5,101,,,,,,,,,,,,,
,,,,,,,,,5,101,6.884586334228516,8.491312026977539,0.5926671028137207,0.9526692032814026,1.9288278818130493,0.5660264492034912,1.3796793222427368,0.5561554431915283,10.903497695922852,0.11773547530174255,0.0,0.0,0.0
4.001638412475586,5.364115238189697,0.5557872653007507,0.9255449175834656,1.8909375667572021,0.5497142672538757,1.3122742176055908,0.5350000262260437,7.7606377601623535,6,118,,,,,,,,,,,,,
,,,,,,,,,6,118,6.0096893310546875,7.642366886138916,0.5976159572601318,0.9729098677635193,1.923098087310791,0.5710325241088867,1.3822842836380005,0.5610504150390625,10.030660629272461,0.11797229200601578,0.0,0.0,0.0
3.8311562538146973,5.225666522979736,0.5442767143249512,0.9191412329673767,1.883541226387024,0.5508571863174438,1.2977917194366455,0.5354999899864197,7.556766033172607,7,135,,,,,,,,,,,,,
,,,,,,,,,7,135,5.6416192054748535,7.37429666519165,0.5600070953369141,0.919834315776825,1.9122498035430908,0.5707322955131531,1.3472126722335815,0.5629621744155884,9.578351020812988,0.11726171523332596,0.0,0.0,0.0
3.770641565322876,5.110104560852051,0.534051775932312,0.913859486579895,1.8748146295547485,0.5511428713798523,1.282882809638977,0.5404999852180481,7.462390422821045,8,152,,,,,,,,,,,,,
,,,,,,,,,8,152,5.5652055740356445,7.1883864402771,0.5511813759803772,0.9321340322494507,1.8988466262817383,0.5777550935745239,1.336027979850769,0.573466420173645,9.467140197753906,0.11587906628847122,0.0,0.0,0.0
3.690992832183838,5.018728733062744,0.5242266058921814,0.9093947410583496,1.8665380477905273,0.553428590297699,1.2702455520629883,0.5830000042915344,7.352003574371338,9,169,,,,,,,,,,,,,
,,,,,,,,,9,169,5.370796203613281,6.913244247436523,0.5436218976974487,0.9283527731895447,1.8860623836517334,0.5783072710037231,1.3264902830123901,0.5866806507110596,9.24133586883545,0.11436522752046585,0.0,0.0,0.0
3.6403026580810547,4.978567600250244,0.5145010352134705,0.9051125049591064,1.8589116334915161,0.5542857646942139,1.254568099975586,0.5964999794960022,7.268283843994141,10,186,,,,,,,,,,,,,
,,,,,,,,,10,186,4.965123653411865,6.438239097595215,0.5360549688339233,0.929063081741333,1.8781647682189941,0.5793637633323669,1.3236461877822876,0.5891806483268738,8.815719604492188,0.11273039132356644,0.0,0.0,0.0
