1.179626733064651489e-01,6.535481214523315430e-01
1.179626733064651489e-01,6.535481214523315430e-01
-5.030224472284317017e-02,7.108221650123596191e-01
-7.034946084022521973e-01,2.736413180828094482e-01
-7.034946084022521973e-01,2.736413180828094482e-01
-7.034946084022521973e-01,2.736413180828094482e-01
4.195578023791313171e-02,-5.678279399871826172e-01
4.195578023791313171e-02,-5.678279399871826172e-01
4.195578023791313171e-02,-5.678279399871826172e-01
4.195578023791313171e-02,-5.678279399871826172e-01
1.179626733064651489e-01,6.535481214523315430e-01
-7.588267326354980469e-01,-3.320778906345367432e-01
-7.588267326354980469e-01,-3.320778906345367432e-01
1.179626733064651489e-01,6.535481214523315430e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-5.048321932554244995e-02,7.109879255294799805e-01
-7.163671255111694336e-01,2.467960417270660400e-01
-7.110375761985778809e-01,2.591734826564788818e-01
-7.110375761985778809e-01,2.591734826564788818e-01
-7.110375761985778809e-01,2.591734826564788818e-01
-7.110375761985778809e-01,2.591734826564788818e-01
-7.110375761985778809e-01,2.591734826564788818e-01
-7.110375761985778809e-01,2.591734826564788818e-01
-7.110375761985778809e-01,2.591734826564788818e-01
-5.636893510818481445e-01,2.564232647418975830e-01
-3.772346079349517822e-01,-5.631080269813537598e-01
-5.500719547271728516e-01,7.004670500755310059e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.861897945404052734e-01,-3.864999711513519287e-01
-7.861897945404052734e-01,-3.864999711513519287e-01
-4.210615456104278564e-01,6.578207612037658691e-01
-7.857359051704406738e-01,-3.839350342750549316e-01
-7.857359051704406738e-01,-3.839350342750549316e-01
-5.421242713928222656e-01,7.210832834243774414e-01
-5.421242713928222656e-01,7.210832834243774414e-01
-5.421242713928222656e-01,7.210832834243774414e-01
-5.421242713928222656e-01,7.210832834243774414e-01
1.885298788547515869e-01,-6.147003173828125000e-01
4.199620336294174194e-02,7.344636917114257812e-01
4.199620336294174194e-02,7.344636917114257812e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.863723039627075195e-01,-4.102185070514678955e-01
-4.210615456104278564e-01,6.578207612037658691e-01
-4.210615456104278564e-01,6.578207612037658691e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.787705659866333008e-01,-3.307378590106964111e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.110375761985778809e-01,2.591734826564788818e-01
1.179626733064651489e-01,6.535481214523315430e-01
-8.123528957366943359e-01,-3.862439095973968506e-01
2.057303637266159058e-01,-6.371504068374633789e-01
2.057303637266159058e-01,-6.371504068374633789e-01
2.057303637266159058e-01,-6.371504068374633789e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-4.928235411643981934e-01,-4.816454052925109863e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.163671255111694336e-01,2.467960417270660400e-01
-7.163671255111694336e-01,2.467960417270660400e-01
-7.163671255111694336e-01,2.467960417270660400e-01
-7.163671255111694336e-01,2.467960417270660400e-01
-5.497494935989379883e-01,7.146744728088378906e-01
-5.497494935989379883e-01,7.146744728088378906e-01
-5.497494935989379883e-01,7.146744728088378906e-01
-5.497494935989379883e-01,7.146744728088378906e-01
-5.500719547271728516e-01,7.004670500755310059e-01
-5.500719547271728516e-01,7.004670500755310059e-01
-5.424618124961853027e-01,7.072712779045104980e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-6.237389445304870605e-01,1.432935148477554321e-01
-7.863723039627075195e-01,-4.102185070514678955e-01
-7.863723039627075195e-01,-4.102185070514678955e-01
-7.863723039627075195e-01,-4.102185070514678955e-01
-7.863723039627075195e-01,-4.102185070514678955e-01
-7.588267326354980469e-01,-3.320778906345367432e-01
-7.588267326354980469e-01,-3.320778906345367432e-01
-7.588267326354980469e-01,-3.320778906345367432e-01
-7.588267326354980469e-01,-3.320778906345367432e-01
-7.588267326354980469e-01,-3.320778906345367432e-01
-7.588267326354980469e-01,-3.320778906345367432e-01
-7.588267326354980469e-01,-3.320778906345367432e-01
2.826179191470146179e-02,7.464633584022521973e-01
2.826179191470146179e-02,7.464633584022521973e-01
2.826179191470146179e-02,7.464633584022521973e-01
2.826179191470146179e-02,7.464633584022521973e-01
2.826179191470146179e-02,7.464633584022521973e-01
1.179626733064651489e-01,6.535481214523315430e-01
1.179626733064651489e-01,6.535481214523315430e-01
1.179626733064651489e-01,6.535481214523315430e-01
1.179626733064651489e-01,6.535481214523315430e-01
1.179626733064651489e-01,6.535481214523315430e-01
1.179626733064651489e-01,6.535481214523315430e-01
1.179626733064651489e-01,6.535481214523315430e-01
2.355985045433044434e-01,-8.400357961654663086e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-7.178514599800109863e-01,-4.843212068080902100e-01
-5.252030491828918457e-01,-9.473730921745300293e-01
2.057303637266159058e-01,-6.371504068374633789e-01
2.057303637266159058e-01,-6.371504068374633789e-01
-5.992527008056640625e-01,7.162829637527465820e-01
