val_PCE_mae,val_PCE_rmse,val_latents_mae,val_latents_rmse,val_etm_ce,val_etm_accuracy,val_htm_ce,val_htm_accuracy,total_val_loss,epoch,step,train_PCE_mae,train_PCE_rmse,train_latents_mae,train_latents_rmse,train_etm_ce,train_etm_accuracy,train_htm_ce,train_htm_accuracy,total_train_loss,l1_weight_loss,l2_weight_loss,l1_bias_loss,l2_bias_loss
14.85364055633545,15.509675979614258,0.6658950448036194,0.9794638156890869,2.260796546936035,0.4439999759197235,1.578302025794983,0.3853333294391632,19.35863494873047,0,16,,,,,,,,,,,,,
,,,,,,,,,0,16,14.584022521972656,15.298541069030762,0.7680414915084839,1.1473942995071411,2.256929636001587,0.43630251288414,1.7479716539382935,0.3408823609352112,20.115842819213867,0.7588806748390198,0.0,0.0,0.0
14.85364055633545,15.509675979614258,0.5909626483917236,0.911552369594574,2.1117708683013916,0.5219047665596008,1.3511385917663574,0.5441666841506958,18.907512664794922,1,33,,,,,,,,,,,,,
,,,,,,,,,1,33,14.360675811767578,15.128652572631836,0.6871548295021057,1.0861759185791016,2.096693992614746,0.47151264548301697,1.4897096157073975,0.432745099067688,19.37208366394043,0.7378514409065247,0.0,0.0,0.0
14.85364055633545,15.509675979614258,0.5310127139091492,0.8533086776733398,1.9820832014083862,0.559333324432373,1.1643937826156616,0.6101666688919067,18.531131744384766,2,50,,,,,,,,,,,,,
,,,,,,,,,2,50,14.365015029907227,15.147052764892578,0.6190474033355713,1.0270200967788696,1.9577397108078003,0.5314846038818359,1.2605406045913696,0.5828921794891357,18.920385360717773,0.7180418372154236,0.0,0.0,0.0
14.832944869995117,15.499265670776367,0.48434871435165405,0.8059008717536926,1.864147424697876,0.6028571128845215,1.0039962530136108,0.6671667098999023,18.18543815612793,3,67,,,,,,,,,,,,,
,,,,,,,,,3,67,14.36792278289795,15.130510330200195,0.5661817193031311,0.9838256239891052,1.8439275026321411,0.5646218061447144,1.0881260633468628,0.6632353067398071,18.566808700561523,0.7006503939628601,0.0,0.0,0.0
11.014513969421387,12.487693786621094,0.46828874945640564,0.7882521748542786,1.7634285688400269,0.6027619242668152,0.8963536620140076,0.7348333597183228,14.142585754394531,4,84,,,,,,,,,,,,,
,,,,,,,,,4,84,12.96516227722168,14.033319473266602,0.5323436856269836,0.9482909440994263,1.7340130805969238,0.6094677448272705,0.9433071613311768,0.7325000166893005,16.861902236938477,0.6870759129524231,0.0,0.0,0.0
10.681303024291992,12.042613983154297,0.42506280541419983,0.7452039122581482,1.6992017030715942,0.6013333797454834,0.832642138004303,0.8215000033378601,13.63821029663086,5,101,,,,,,,,,,,,,
,,,,,,,,,5,101,11.6614990234375,12.977998733520508,0.5052357912063599,0.9287588596343994,1.6467921733856201,0.601008415222168,0.8617196083068848,0.8244608044624329,15.353256225585938,0.6780080199241638,0.0,0.0,0.0
9.874505043029785,11.65932559967041,0.39946985244750977,0.7262895703315735,1.62599515914917,0.5818095207214355,0.7788699865341187,0.8531666994094849,12.678839683532715,6,118,,,,,,,,,,,,,
,,,,,,,,,6,118,11.193582534790039,12.577198028564453,0.4680485129356384,0.8883392214775085,1.560065746307373,0.6043417453765869,0.7987932562828064,0.8388725519180298,14.691305160522461,0.6708146929740906,0.0,0.0,0.0
9.784035682678223,11.576976776123047,0.3737305700778961,0.7008737921714783,1.570005178451538,0.62628573179245,0.7297272682189941,0.8506667017936707,12.457497596740723,7,135,,,,,,,,,,,,,
,,,,,,,,,7,135,10.485919952392578,12.121614456176758,0.43930473923683167,0.8571336269378662,1.5002614259719849,0.6176470518112183,0.749712347984314,0.8585293889045715,13.840066909790039,0.6648675799369812,0.0,0.0,0.0
9.538765907287598,11.454305648803711,0.34870123863220215,0.6760533452033997,1.5176481008529663,0.6285713911056519,0.6817524433135986,0.8738333582878113,12.086867332458496,8,152,,,,,,,,,,,,,
,,,,,,,,,8,152,10.491548538208008,12.14002799987793,0.4214459955692291,0.8605436682701111,1.4414660930633545,0.6431933045387268,0.6957621574401855,0.8588235378265381,13.709325790405273,0.6591035723686218,0.0,0.0,0.0
9.656848907470703,11.454034805297852,0.3335845470428467,0.6620469093322754,1.474208950996399,0.6405714154243469,0.6402164101600647,0.8938333988189697,12.104857444763184,9,169,,,,,,,,,,,,,
