4.458420351147651672e-02,-1.092652082443237305e-01,-3.156128823757171631e-01,2.245981991291046143e-01,-2.364817708730697632e-01,2.159315496683120728e-01,1.818301081657409668e-01,1.287009567022323608e-01,-6.400316953659057617e-02,-2.679683268070220947e-01,-1.119968295097351074e-01,-4.779205098748207092e-02,2.698604948818683624e-03,-1.002650484442710876e-01,1.328551620244979858e-01,1.154658868908882141e-01,3.323933854699134827e-02,-3.432262539863586426e-01
4.458420351147651672e-02,-1.092652082443237305e-01,-3.156128823757171631e-01,2.245981991291046143e-01,-2.364817708730697632e-01,2.159315496683120728e-01,1.818301081657409668e-01,1.287009567022323608e-01,-6.400316953659057617e-02,-2.679683268070220947e-01,-1.119968295097351074e-01,-4.779205098748207092e-02,2.698604948818683624e-03,-1.002650484442710876e-01,1.328551620244979858e-01,1.154658868908882141e-01,3.323933854699134827e-02,-3.432262539863586426e-01
6.218408793210983276e-02,5.457860976457595825e-02,-2.582917809486389160e-01,1.927155256271362305e-01,-4.309115707874298096e-01,1.554151624441146851e-01,4.275811314582824707e-01,2.834317684173583984e-01,-1.054574251174926758e-01,-3.619622588157653809e-01,-5.140175297856330872e-02,-1.355792880058288574e-01,-2.105015702545642853e-02,7.522377371788024902e-02,-2.166583091020584106e-01,-1.907870769500732422e-01,1.440131813287734985e-01,-1.750667244195938110e-01
6.955535709857940674e-02,1.366519480943679810e-01,-2.661466300487518311e-01,2.423209995031356812e-01,-4.462552368640899658e-01,1.370475590229034424e-01,4.596549272537231445e-01,2.421000748872756958e-01,-1.572814136743545532e-01,-2.005912363529205322e-01,-1.422231644392013550e-01,1.604099124670028687e-01,-3.117166087031364441e-02,-6.963066011667251587e-02,-2.480558305978775024e-01,-1.464495658874511719e-01,1.362041234970092773e-01,-2.133568674325942993e-01
6.955535709857940674e-02,1.366519480943679810e-01,-2.661466300487518311e-01,2.423209995031356812e-01,-4.462552368640899658e-01,1.370475590229034424e-01,4.596549272537231445e-01,2.421000748872756958e-01,-1.572814136743545532e-01,-2.005912363529205322e-01,-1.422231644392013550e-01,1.604099124670028687e-01,-3.117166087031364441e-02,-6.963066011667251587e-02,-2.480558305978775024e-01,-1.464495658874511719e-01,1.362041234970092773e-01,-2.133568674325942993e-01
6.955535709857940674e-02,1.366519480943679810e-01,-2.661466300487518311e-01,2.423209995031356812e-01,-4.462552368640899658e-01,1.370475590229034424e-01,4.596549272537231445e-01,2.421000748872756958e-01,-1.572814136743545532e-01,-2.005912363529205322e-01,-1.422231644392013550e-01,1.604099124670028687e-01,-3.117166087031364441e-02,-6.963066011667251587e-02,-2.480558305978775024e-01,-1.464495658874511719e-01,1.362041234970092773e-01,-2.133568674325942993e-01
2.260802835226058960e-01,-7.056182948872447014e-04,-4.486952126026153564e-01,-2.191426903009414673e-01,-3.636616766452789307e-01,1.844985038042068481e-02,4.153904020786285400e-01,1.366425156593322754e-01,-1.838562339544296265e-01,-2.078841477632522583e-01,-7.024135440587997437e-02,6.713269976899027824e-04,7.057195901870727539e-02,-3.735850751399993896e-02,-1.948589086532592773e-01,-3.070173263549804688e-01,2.425768785178661346e-02,1.050508245825767517e-01
2.260802835226058960e-01,-7.056182948872447014e-04,-4.486952126026153564e-01,-2.191426903009414673e-01,-3.636616766452789307e-01,1.844985038042068481e-02,4.153904020786285400e-01,1.366425156593322754e-01,-1.838562339544296265e-01,-2.078841477632522583e-01,-7.024135440587997437e-02,6.713269976899027824e-04,7.057195901870727539e-02,-3.735850751399993896e-02,-1.948589086532592773e-01,-3.070173263549804688e-01,2.425768785178661346e-02,1.050508245825767517e-01
2.260802835226058960e-01,-7.056182948872447014e-04,-4.486952126026153564e-01,-2.191426903009414673e-01,-3.636616766452789307e-01,1.844985038042068481e-02,4.153904020786285400e-01,1.366425156593322754e-01,-1.838562339544296265e-01,-2.078841477632522583e-01,-7.024135440587997437e-02,6.713269976899027824e-04,7.057195901870727539e-02,-3.735850751399993896e-02,-1.948589086532592773e-01,-3.070173263549804688e-01,2.425768785178661346e-02,1.050508245825767517e-01
2.260802835226058960e-01,-7.056182948872447014e-04,-4.486952126026153564e-01,-2.191426903009414673e-01,-3.636616766452789307e-01,1.844985038042068481e-02,4.153904020786285400e-01,1.366425156593322754e-01,-1.838562339544296265e-01,-2.078841477632522583e-01,-7.024135440587997437e-02,6.713269976899027824e-04,7.057195901870727539e-02,-3.735850751399993896e-02,-1.948589086532592773e-01,-3.070173263549804688e-01,2.425768785178661346e-02,1.050508245825767517e-01
4.458420351147651672e-02,-1.092652082443237305e-01,-3.156128823757171631e-01,2.245981991291046143e-01,-2.364817708730697632e-01,2.159315496683120728e-01,1.818301081657409668e-01,1.287009567022323608e-01,-6.400316953659057617e-02,-2.679683268070220947e-01,-1.119968295097351074e-01,-4.779205098748207092e-02,2.698604948818683624e-03,-1.002650484442710876e-01,1.328551620244979858e-01,1.154658868908882141e-01,3.323933854699134827e-02,-3.432262539863586426e-01
1.573788821697235107e-01,1.934425085783004761e-01,-5.147181078791618347e-02,2.934574782848358154e-01,-5.653305649757385254e-01,4.137663170695304871e-02,4.105724692344665527e-01,1.132497265934944153e-01,-1.122635975480079651e-01,-1.497483402490615845e-01,-1.870056539773941040e-01,9.810367971658706665e-02,3.633704409003257751e-02,2.621196806430816650e-01,-2.823941409587860107e-01,1.103419344872236252e-02,1.059466004371643066e-01,-3.069153428077697754e-01
1.573788821697235107e-01,1.934425085783004761e-01,-5.147181078791618347e-02,2.934574782848358154e-01,-5.653305649757385254e-01,4.137663170695304871e-02,4.105724692344665527e-01,1.132497265934944153e-01,-1.122635975480079651e-01,-1.497483402490615845e-01,-1.870056539773941040e-01,9.810367971658706665e-02,3.633704409003257751e-02,2.621196806430816650e-01,-2.823941409587860107e-01,1.103419344872236252e-02,1.059466004371643066e-01,-3.069153428077697754e-01
4.458420351147651672e-02,-1.092652082443237305e-01,-3.156128823757171631e-01,2.245981991291046143e-01,-2.364817708730697632e-01,2.159315496683120728e-01,1.818301081657409668e-01,1.287009567022323608e-01,-6.400316953659057617e-02,-2.679683268070220947e-01,-1.119968295097351074e-01,-4.779205098748207092e-02,2.698604948818683624e-03,-1.002650484442710876e-01,1.328551620244979858e-01,1.154658868908882141e-01,3.323933854699134827e-02,-3.432262539863586426e-01
5.250327289104461670e-02,-1.373455394059419632e-02,-3.118117153644561768e-01,2.269081622362136841e-01,-2.401323616504669189e-01,2.143131345510482788e-01,2.025047540664672852e-01,1.339165866374969482e-01,-1.355993151664733887e-01,-1.141988113522529602e-01,-2.011177241802215576e-01,1.960196942090988159e-01,-2.481607906520366669e-02,-2.699868381023406982e-01,1.191790178418159485e-01,1.226098686456680298e-01,4.213713109493255615e-02,-3.460400998592376709e-01
6.217913702130317688e-02,5.476211011409759521e-02,-2.581683099269866943e-01,1.928324103355407715e-01,-4.315641820430755615e-01,1.550733149051666260e-01,4.279821217060089111e-01,2.834075689315795898e-01,-1.053976044058799744e-01,-3.620151877403259277e-01,-5.129840224981307983e-02,-1.354038119316101074e-01,-2.095772139728069305e-02,7.572235912084579468e-02,-2.175744920969009399e-01,-1.910011917352676392e-01,1.441462039947509766e-01,-1.749841570854187012e-01
7.008220255374908447e-02,1.496522873640060425e-01,-2.542289793491363525e-01,1.951748132705688477e-01,-4.347084462642669678e-01,1.534167379140853882e-01,4.453558325767517090e-01,2.882811129093170166e-01,-1.762786954641342163e-01,-2.157826423645019531e-01,-1.418097168207168579e-01,1.097341030836105347e-01,-4.844262823462486267e-02,-1.000431701540946960e-01,-2.307729274034500122e-01,-1.840092986822128296e-01,1.528601646423339844e-01,-1.780777275562286377e-01
6.980587542057037354e-02,1.445441097021102905e-01,-2.589939832687377930e-01,2.155082225799560547e-01,-4.410253465175628662e-01,1.457237005233764648e-01,4.523573517799377441e-01,2.687333524227142334e-01,-1.681644916534423828e-01,-2.095194905996322632e-01,-1.417698264122009277e-01,1.316173672676086426e-01,-4.089938476681709290e-02,-8.607533574104309082e-02,-2.400829941034317017e-01,-1.685349792242050171e-01,1.461062729358673096e-01,-1.929843723773956299e-01
6.980587542057037354e-02,1.445441097021102905e-01,-2.589939832687377930e-01,2.155082225799560547e-01,-4.410253465175628662e-01,1.457237005233764648e-01,4.523573517799377441e-01,2.687333524227142334e-01,-1.681644916534423828e-01,-2.095194905996322632e-01,-1.417698264122009277e-01,1.316173672676086426e-01,-4.089938476681709290e-02,-8.607533574104309082e-02,-2.400829941034317017e-01,-1.685349792242050171e-01,1.461062729358673096e-01,-1.929843723773956299e-01
6.980587542057037354e-02,1.445441097021102905e-01,-2.589939832687377930e-01,2.155082225799560547e-01,-4.410253465175628662e-01,1.457237005233764648e-01,4.523573517799377441e-01,2.687333524227142334e-01,-1.681644916534423828e-01,-2.095194905996322632e-01,-1.417698264122009277e-01,1.316173672676086426e-01,-4.089938476681709290e-02,-8.607533574104309082e-02,-2.400829941034317017e-01,-1.685349792242050171e-01,1.461062729358673096e-01,-1.929843723773956299e-01
6.980587542057037354e-02,1.445441097021102905e-01,-2.589939832687377930e-01,2.155082225799560547e-01,-4.410253465175628662e-01,1.457237005233764648e-01,4.523573517799377441e-01,2.687333524227142334e-01,-1.681644916534423828e-01,-2.095194905996322632e-01,-1.417698264122009277e-01,1.316173672676086426e-01,-4.089938476681709290e-02,-8.607533574104309082e-02,-2.400829941034317017e-01,-1.685349792242050171e-01,1.461062729358673096e-01,-1.929843723773956299e-01
