Perovskite_single_crystal,Perovskite_dimension_0D,Perovskite_dimension_2D,Perovskite_dimension_2D3D_mixture,Perovskite_dimension_3D,Perovskite_dimension_3D_with_2D_capping_layer,Perovskite_dimension_list_of_layers,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_perovskite_inspired_structure,Perovskite_composition_long_form,Perovskite_composition_a_ions,a_1,a_2,a_3,a_4,Perovskite_composition_a_ions_coefficients,a_1_coeff,a_2_coeff,a_3_coeff,a_4_coeff,A_ion_rad,A_at_wt,A_EA,A_IE,A_En,Perovskite_composition_b_ions,b_1,b_2,Perovskite_composition_b_ions_coefficients,b_1_coeff,b_2_coeff,B_ion_rad,B_at_wt,B_EA,B_IE,B_En,Perovskite_composition_c_ions,c_1,c_2,Perovskite_composition_c_ions_coefficients,c_1_coeff,c_2_coeff,X_ion_rad,X_atom_wt,X_EA,X_IE,X_En,Tolerance Factor,Octahedral Factor,Perovskite_band_gap,Perovskite_band_gap_graded,Perovskite_band_gap_estimation_basis,Perovskite_deposition_number_of_deposition_steps,Perovskite_deposition_procedure,Perovskite_deposition_quenching_induced_crystallisation,Substrate_stack_sequence,ETL_stack_sequence,HTL_stack_sequence,JV_average_over_n_number_of_cells,Air or N2,JV_test_atmosphere,JV_light_intensity,JV_light_spectra,JV_light_masked_cell,JV_test_temperature,JV_scan_speed,JV_reverse_scan_Voc,JV_reverse_scan_Jsc,JV_reverse_scan_FF,JV_reverse_scan_PCE
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPb0.4Sn0.6Br1.2I1.8,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb; Sn,Pb, Sn,0.4; 0.6,0.4,0.6,1.166,154.106,116.600006,711.4,2.108,Br; I,Br, I,1.2; 1.8,1.2,1.8,2.104,108.1,307.02,1061,2.78,0.924212349,0.55418251,1.26,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,10,0.78,20.95,0.73,11.9
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPb0.4Sn0.6Br1.5I1.5,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb; Sn,Pb, Sn,0.4; 0.6,0.4,0.6,1.166,154.106,116.600006,711.4,2.108,Br; I,Br, I,1.5; 1.5,1.5,1.5,2.0800002,103.4,309.94998,1074.15,2.8100002,0.925817553,0.560576869,1.27,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,10,0.73,21.18,0.67,10.4
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPb0.4Sn0.6Br1.8I1.2,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb; Sn,Pb, Sn,0.4; 0.6,0.4,0.6,1.166,154.106,116.600006,711.4,2.108,Br; I,Br, I,1.8; 1.2,1.8,1.2,2.056,98.700005,312.87997,1087.3,2.8400002,0.927446697,0.567120623,1.29,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,10,0.76,21.38,0.67,10.9
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPb0.4Sn0.6Br2.1I0.9,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb; Sn,Pb, Sn,0.4; 0.6,0.4,0.6,1.166,154.106,116.600006,711.4,2.108,Br; I,Br, I,2.1; 0.9,2.1,0.9,2.0319998,94,315.80997,1100.4501,2.87,0.929100294,0.573818954,1.3,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,10,0.79,18.71,0.67,9.8
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPb0.4Sn0.6Br2.4I0.6,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb; Sn,Pb, Sn,0.4; 0.6,0.4,0.6,1.166,154.106,116.600006,711.4,2.108,Br; I,Br, I,2.4; 0.6,2.4,0.6,2.0080001,89.30001,318.74002,1113.6001,2.9000003,0.930778862,0.580677262,1.32,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,10,0.74,19.62,0.64,9.2
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.6MA0.4Pb0.4Sn0.6I3,FA; MA,FA, MA,na,na,0.6; 0.4,0.6,0.4,0,0,2.3860002,39.864002,8.632,879.98,2.562,Pb; Sn,Pb, Sn,0.4; 0.6,0.4,0.6,1.166,154.106,116.600006,711.4,2.108,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.963396269,0.53,1.27,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,,0.83,27.3,0.8,18.2
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.2FA0.8Pb0.5Sn0.5I3,Cs; FA,Cs, FA,na,na,0.2; 0.8,0.2,0.8,0,0,2.372,62.63,15.978001,754.42,2.214,Pb; Sn,Pb, Sn,0.5; 0.5,0.5,0.5,1.1700001,162.955,115.5,712.1,2.145,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.959315165,0.531818227,1.32,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,,0.77,25.6,0.69,13.6
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.15FA0.85Pb0.375Sn0.625I3,Cs; FA,Cs, FA,na,na,0.15; 0.85,0.15,0.85,0,0,2.4115,58.237503,14.133501,778.08997,2.303,Pb; Sn,Pb, Sn,0.375; 0.625,0.375,0.625,1.165,151.89374,116.875,711.225,2.09875,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.969040987,0.529545455,1.24,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,,0.76,24.6,0.7,13.1
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.2FA0.8Pb0.3Sn0.7I3,Cs; FA,Cs, FA,na,na,0.2; 0.8,0.2,0.8,0,0,2.372,62.63,15.978001,754.42,2.214,Pb; Sn,Pb, Sn,0.3; 0.7,0.3,0.7,1.162,145.257,117.7,710.7,2.071,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.961597919,0.528181818,1.35,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,,0.76,25.1,0.76,14.5
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPb0.4Sn0.6Br0.4I2.6,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb; Sn,Pb, Sn,0.4; 0.6,0.4,0.6,1.166,154.106,116.600006,711.4,2.108,Br; I,Br, I,0.4; 2.6,0.4,2.6,2.168,120.63333,299.20667,1025.9333,2.7,0.920044756,0.537822878,1.26,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,10,0.8,23.38,0.716,13.4
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FAPb0.5Sn0.5I3,FA,FA,na,na,na,1,1,0,0,0,2.53,45.06,8.6,849.1,2.57,Pb; Sn,Pb, Sn,0.5; 0.5,0.5,0.5,1.1700001,162.955,115.5,712.1,2.145,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.992467352,0.531818227,1.17,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,N2,N2,100,AM 1.5,FALSE,,,0.61,27.79,0.68,11.6
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FAPb0.5Sn0.5I3,FA,FA,na,na,na,1,1,0,0,0,2.53,45.06,8.6,849.1,2.57,Pb; Sn,Pb, Sn,0.5; 0.5,0.5,0.5,1.1700001,162.955,115.5,712.1,2.145,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.992467352,0.531818227,1.17,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,N2,N2,100,AM 1.5,FALSE,,,0.6,27.3,0.57,9.06
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FAPb0.5Sn0.5I3,FA,FA,na,na,na,1,1,0,0,0,2.53,45.06,8.6,849.1,2.57,Pb; Sn,Pb, Sn,0.5; 0.5,0.5,0.5,1.1700001,162.955,115.5,712.1,2.145,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.992467352,0.531818227,1.17,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,N2,N2,100,AM 1.5,FALSE,,,0.58,26.33,0.45,6.87
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FAPb0.5Sn0.5I3,FA,FA,na,na,na,1,1,0,0,0,2.53,45.06,8.6,849.1,2.57,Pb; Sn,Pb, Sn,0.5; 0.5,0.5,0.5,1.1700001,162.955,115.5,712.1,2.145,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.992467352,0.531818227,1.17,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,N2,N2,100,AM 1.5,FALSE,,,0.58,21.54,0.26,3.25
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.4FA0.6PbBr0.9I2.1,Cs; FA,Cs, FA,na,na,0.4; 0.6,0.4,0.6,0,0,2.214,80.200005,23.356,659.74,1.858,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.9; 2.1,0.9,2.1,2.128,112.799995,304.08997,1047.85,2.75,0.925333829,0.559210526,1.76,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,,1.14,15.8,0.78,14.5
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.2FA0.8PbBr0.9I2.1,Cs; FA,Cs, FA,na,na,0.2; 0.8,0.2,0.8,0,0,2.372,62.63,15.978001,754.42,2.214,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.9; 2.1,0.9,2.1,2.128,112.799995,304.08997,1047.85,2.75,0.95900558,0.559210526,1.75,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PTAA,1,Air,Air,100,AM 1.5,FALSE,,,1.143,16.4,0.745,14
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.6MA0.4Pb0.4Sn0.6I3,FA; MA,FA, MA,na,na,0.6; 0.4,0.6,0.4,0,0,2.3860002,39.864002,8.632,879.98,2.562,Pb; Sn,Pb, Sn,0.4; 0.6,0.4,0.6,1.166,154.106,116.600006,711.4,2.108,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.963396269,0.53,1.25,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,,0.841,29,0.744,18.1
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.6MA0.4Pb0.4Sn0.6I3,FA; MA,FA, MA,na,na,0.6; 0.4,0.6,0.4,0,0,2.3860002,39.864002,8.632,879.98,2.562,Pb; Sn,Pb, Sn,0.4; 0.6,0.4,0.6,1.166,154.106,116.600006,711.4,2.108,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.963396269,0.53,1.24,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,,0.848,28.91,0.689,16.89
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.6MA0.4Pb0.4Sn0.6Br0.18I2.82,FA; MA,FA, MA,na,na,0.6; 0.4,0.6,0.4,0,0,2.3860002,39.864002,8.632,879.98,2.562,Pb; Sn,Pb, Sn,0.4; 0.6,0.4,0.6,1.166,154.106,116.600006,711.4,2.108,Br; I,Br, I,0.18; 2.82,0.18,2.82,2.1856,124.079994,297.05798,1016.29004,2.6780002,0.964497405,0.533491947,1.272,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Air,100,AM 1.5,FALSE,,,0.888,28.74,0.745,19.01
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.6MA0.4Pb0.4Sn0.6I3,FA; MA,FA, MA,na,na,0.6; 0.4,0.6,0.4,0,0,2.3860002,39.864002,8.632,879.98,2.562,Pb; Sn,Pb, Sn,0.4; 0.6,0.4,0.6,1.166,154.106,116.600006,711.4,2.108,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.963396269,0.53,1.25,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60 | BCP,PEDOT:PSS,1,N2,N2,100,AM 1.5,FALSE,,1000,0.734,27.13,0.706,14.05
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.6MA0.4Pb0.4Sn0.6I3,FA; MA,FA, MA,na,na,0.6; 0.4,0.6,0.4,0,0,2.3860002,39.864002,8.632,879.98,2.562,Pb; Sn,Pb, Sn,0.4; 0.6,0.4,0.6,1.166,154.106,116.600006,711.4,2.108,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.963396269,0.53,1.25,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60 | BCP,PEDOT:PSS,1,N2,N2,100,AM 1.5,FALSE,,1000,0.783,27.12,0.742,15.76
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | ITO,SnO2-np,Spiro-MeOTAD,1,N2,N2,100,AM 1.5,FALSE,,400,1.11,21.6,0.75,18
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,350,1.07,22.4,0.76,18.3
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FAPbI3,FA,FA,na,na,na,1,1,0,0,0,2.53,45.06,8.6,849.1,2.57,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.986612117,0.540909091,1.517,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,0.987,13.458,0.358,4.76
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FAPbBr0.5I2.5,FA,FA,na,na,na,1,1,0,0,0,2.53,45.06,8.6,849.1,2.57,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.5; 2.5,0.5,2.5,2.16,119.06667,300.18332,1030.3167,2.71,0.989949494,0.550925926,1.965,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,1.202,14.265,0.559,9.57
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FAPbBrI2,FA,FA,na,na,na,1,1,0,0,0,2.53,45.06,8.6,849.1,2.57,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,1; 2,1,2,2.1200001,111.23334,305.06665,1052.2334,2.7600002,0.993367524,0.561320728,2.268,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,0.986,3.886,0.498,1.9
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FAPbBr1.5I1.5,FA,FA,na,na,na,1,1,0,0,0,2.53,45.06,8.6,849.1,2.57,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,1.5; 1.5,1.5,1.5,2.0800002,103.4,309.94998,1074.15,2.8100002,0.996869175,0.57211533,1.91,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,1.057,7.13,0.497,3.71
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FAPbBr2I,FA,FA,na,na,na,1,1,0,0,0,2.53,45.06,8.6,849.1,2.57,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,2; 1,2,1,2.04,95.56667,314.83334,1096.0668,2.86,1.000457582,0.583333333,1.969,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,1.138,12.769,0.518,7.52
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FAPbBr2.5I0.5,FA,FA,na,na,na,1,1,0,0,0,2.53,45.06,8.6,849.1,2.57,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,2.5; 0.5,2.5,0.5,2,87.73334,319.71667,1117.9833,2.91,1.004135962,0.595,2.105,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,1.061,9.671,0.488,5.01
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FAPbBr3,FA,FA,na,na,na,1,1,0,0,0,2.53,45.06,8.6,849.1,2.57,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br,Br,na,3,3,0,1.96,79.9,324.6,1139.9,2.96,1.007907761,0.607142857,2.27,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,1.14,7.532,0.578,4.97
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.83MA0.17PbI3,FA; MA,FA, MA,na,na,0.83; 0.17,0.83,0.17,0,0,2.4688,42.8517,8.6136,862.224,2.5665998,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.973846649,0.540909091,1.53,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,0.921,21.503,0.613,12.14
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.83MA0.17PbBr0.5I2.5,FA; MA,FA, MA,na,na,0.83; 0.17,0.83,0.17,0,0,2.4688,42.8517,8.6136,862.224,2.5665998,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.5; 2.5,0.5,2.5,2.16,119.06667,300.18332,1030.3167,2.71,0.977031603,0.550925926,1.629,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,1.095,22.74,0.698,17.37
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.83MA0.17PbBrI2,FA; MA,FA, MA,na,na,0.83; 0.17,0.83,0.17,0,0,2.4688,42.8517,8.6136,862.224,2.5665998,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,1; 2,1,2,2.1200001,111.23334,305.06665,1052.2334,2.7600002,0.980293526,0.561320728,1.684,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,1.178,19.096,0.652,14.72
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.83MA0.17PbBr1.5I1.5,FA; MA,FA, MA,na,na,0.83; 0.17,0.83,0.17,0,0,2.4688,42.8517,8.6136,862.224,2.5665998,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,1.5; 1.5,1.5,1.5,2.0800002,103.4,309.94998,1074.15,2.8100002,0.983635251,0.57211533,1.866,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,1.155,15.607,0.634,11.41
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.83MA0.17PbBr2I,FA; MA,FA, MA,na,na,0.83; 0.17,0.83,0.17,0,0,2.4688,42.8517,8.6136,862.224,2.5665998,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,2; 1,2,1,2.04,95.56667,314.83334,1096.0668,2.86,0.987059769,0.583333333,1.976,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,0.975,11.145,0.535,5.81
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.83MA0.17PbBr2.5I0.5,FA; MA,FA, MA,na,na,0.83; 0.17,0.83,0.17,0,0,2.4688,42.8517,8.6136,862.224,2.5665998,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,2.5; 0.5,2.5,0.5,2,87.73334,319.71667,1117.9833,2.91,0.990570152,0.595,2.113,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,0.878,8.843,0.425,3.3
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.83MA0.17PbBr3,FA; MA,FA, MA,na,na,0.83; 0.17,0.83,0.17,0,0,2.4688,42.8517,8.6136,862.224,2.5665998,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br,Br,na,3,3,0,1.96,79.9,324.6,1139.9,2.96,0.994169687,0.607142857,2.278,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,1.423,7.004,0.654,6.54
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.67MA0.33PbI3,FA; MA,FA, MA,na,na,0.67; 0.33,0.67,0.33,0,0,2.4112,40.7733,8.626401,874.576,2.5634,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.961832091,0.540909091,1.528,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,0.971,22.704,0.628,13.86
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.67MA0.33PbBr0.5I2.5,FA; MA,FA, MA,na,na,0.67; 0.33,0.67,0.33,0,0,2.4112,40.7733,8.626401,874.576,2.5634,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.5; 2.5,0.5,2.5,2.16,119.06667,300.18332,1030.3167,2.71,0.964873588,0.550925926,1.638,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,1.143,23.713,0.761,20.66
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.67MA0.33PbBrI2,FA; MA,FA, MA,na,na,0.67; 0.33,0.67,0.33,0,0,2.4112,40.7733,8.626401,874.576,2.5634,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,1; 2,1,2,2.1200001,111.23334,305.06665,1052.2334,2.7600002,0.967988586,0.561320728,1.682,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,1.151,21.435,0.748,18.54
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.67MA0.33PbBr1.5I1.5,FA; MA,FA, MA,na,na,0.67; 0.33,0.67,0.33,0,0,2.4112,40.7733,8.626401,874.576,2.5634,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,1.5; 1.5,1.5,1.5,2.0800002,103.4,309.94998,1074.15,2.8100002,0.971179793,0.57211533,1.848,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,1.114,15.329,0.687,11.7
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.67MA0.33PbBr2I,FA; MA,FA, MA,na,na,0.67; 0.33,0.67,0.33,0,0,2.4112,40.7733,8.626401,874.576,2.5634,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,2; 1,2,1,2.04,95.56667,314.83334,1096.0668,2.86,0.974450063,0.583333333,1.969,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,0.999,9.549,0.592,5.64
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.67MA0.33PbBr2.5I0.5,FA; MA,FA, MA,na,na,0.67; 0.33,0.67,0.33,0,0,2.4112,40.7733,8.626401,874.576,2.5634,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,2.5; 0.5,2.5,0.5,2,87.73334,319.71667,1117.9833,2.91,0.97780233,0.595,2.115,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,20,0.921,7.248,0.513,3.4
