Perovskite_single_crystal,Perovskite_dimension_0D,Perovskite_dimension_2D,Perovskite_dimension_2D3D_mixture,Perovskite_dimension_3D,Perovskite_dimension_3D_with_2D_capping_layer,Perovskite_dimension_list_of_layers,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_perovskite_inspired_structure,Perovskite_composition_long_form,Perovskite_composition_a_ions,a_1,a_2,a_3,a_4,Perovskite_composition_a_ions_coefficients,a_1_coeff,a_2_coeff,a_3_coeff,a_4_coeff,A_ion_rad,A_at_wt,A_EA,A_IE,A_En,Perovskite_composition_b_ions,b_1,b_2,Perovskite_composition_b_ions_coefficients,b_1_coeff,b_2_coeff,B_ion_rad,B_at_wt,B_EA,B_IE,B_En,Perovskite_composition_c_ions,c_1,c_2,Perovskite_composition_c_ions_coefficients,c_1_coeff,c_2_coeff,X_ion_rad,X_atom_wt,X_EA,X_IE,X_En,Tolerance Factor,Octahedral Factor,Perovskite_band_gap,Perovskite_band_gap_graded,Perovskite_band_gap_estimation_basis,Perovskite_deposition_number_of_deposition_steps,Perovskite_deposition_procedure,Perovskite_deposition_quenching_induced_crystallisation,Substrate_stack_sequence,ETL_stack_sequence,HTL_stack_sequence,JV_average_over_n_number_of_cells,Air or N2,JV_test_atmosphere,JV_light_intensity,JV_light_spectra,JV_light_masked_cell,JV_test_temperature,JV_scan_speed,JV_reverse_scan_Voc,JV_reverse_scan_Jsc,JV_reverse_scan_FF,JV_reverse_scan_PCE
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | ITO,SnO2-np,PTAA,1,Air,Ambient,100,AM 1.5,FALSE,,,1.06,21.9,0.735,17.07
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | ITO,SnO2-np,PTAA,1,Air,Ambient,100,AM 1.5,FALSE,,,1.082,22.48,0.759,18.47
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | ITO,SnO2-np,PTAA,1,Air,Ambient,100,AM 1.5,FALSE,,,1.062,22.3,0.734,17.39
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.85MA0.15PbBr0.45I2.55,FA; MA,FA, MA,na,na,0.85; 0.15,0.85,0.15,0,0,2.476,43.111504,8.612,860.68,2.567,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.45; 2.55,0.45,2.55,2.164,119.85,299.69498,1028.125,2.705,0.978227628,0.549907579,1.6,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,100,1.167,22.99,0.76,20.32
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FA0.85MA0.15PbBr0.45I2.55,FA; MA,FA, MA,na,na,0.85; 0.15,0.85,0.15,0,0,2.476,43.111504,8.612,860.68,2.567,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.45; 2.55,0.45,2.55,2.164,119.85,299.69498,1028.125,2.705,0.978227628,0.549907579,,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,1.13,23.87,0.76,20.4
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,PTAA,1,Air,Ambient,100,AM 1.5,FALSE,,,1.04,21.8,0.74,16.8
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,PTAA,1,Air,Ambient,100,AM 1.5,FALSE,,,1.03,20,0.71,13.8
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,PTAA,1,Air,Ambient,100,AM 1.5,FALSE,,,0.94,2.1,0.44,0.7
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | ITO,PCBM-60,PEDOT:PSS,1,Air,Ambient,100,AM 1.5,FALSE,,,0.872,20.4,0.831,14.8
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.25FA0.75Pb0.5Sn0.5I3,Cs; FA,Cs, FA,na,na,0.25; 0.75,0.25,0.75,0,0,2.3325,67.02251,17.8225,730.74994,2.125,Pb; Sn,Pb, Sn,0.5; 0.5,0.5,0.5,1.1700001,162.955,115.5,712.1,2.145,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.951027119,0.531818227,,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60 | BCP,PEDOT:PSS,1,N2,N2,100,AM 1.5,FALSE,,,0.79,24.95,0.72,14.03
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.25FA0.75Pb0.5Sn0.5I3,Cs; FA,Cs, FA,na,na,0.25; 0.75,0.25,0.75,0,0,2.3325,67.02251,17.8225,730.74994,2.125,Pb; Sn,Pb, Sn,0.5; 0.5,0.5,0.5,1.1700001,162.955,115.5,712.1,2.145,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.951027119,0.531818227,,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60 | BCP,PEDOT:PSS,1,N2,N2,100,AM 1.5,FALSE,,,0.75,22.92,0.71,12.17
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.25FA0.75Pb0.5Sn0.5I3,Cs; FA,Cs, FA,na,na,0.25; 0.75,0.25,0.75,0,0,2.3325,67.02251,17.8225,730.74994,2.125,Pb; Sn,Pb, Sn,0.5; 0.5,0.5,0.5,1.1700001,162.955,115.5,712.1,2.145,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.951027119,0.531818227,,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60 | BCP,PEDOT:PSS,1,N2,N2,100,AM 1.5,FALSE,,,0.71,23.23,0.64,10.52
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.25FA0.75Pb0.5Sn0.5I3,Cs; FA,Cs, FA,na,na,0.25; 0.75,0.25,0.75,0,0,2.3325,67.02251,17.8225,730.74994,2.125,Pb; Sn,Pb, Sn,0.5; 0.5,0.5,0.5,1.1700001,162.955,115.5,712.1,2.145,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.951027119,0.531818227,,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60 | BCP,PEDOT:PSS,1,N2,N2,100,AM 1.5,FALSE,,,0.66,20.28,0.67,8.94
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,1.06,21.66,0.69,15.7
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,1.07,19.46,0.73,15.3
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,PCBM-60 | BCP,PEDOT:PSS,1,Air,Ambient,100,AM 1.5,FALSE,,,0.89,16.39,0.73,10.6
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,PCBM-60 | BCP,PEDOT:PSS,1,Air,Ambient,100,AM 1.5,FALSE,,,0.83,14.27,0.76,9
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,1.11,23.51,0.7,18.35
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,1.06,21.85,0.65,14.83
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,N2,N2,100,AM 1.5,FALSE,,100,1.06,22.08,0.723,16.96
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.15MA0.85PbI3,Cs; MA,Cs, MA,na,na,0.15; 0.85,0.15,0.85,0,0,2.1055,47.196,14.201501,843.71,2.286,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.898067329,0.540909091,1.59,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60 | BCP,PEDOT:PSS,1,Air,Ambient,100,AM 1.5,FALSE,,,0.99,16.39,0.76,12.44
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.15MA0.85PbBr0.45I2.55,Cs; MA,Cs, MA,na,na,0.15; 0.85,0.15,0.85,0,0,2.1055,47.196,14.201501,843.71,2.286,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.45; 2.55,0.45,2.55,2.164,119.85,299.69498,1028.125,2.705,0.900116995,0.549907579,1.66,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60 | BCP,PEDOT:PSS,1,Air,Ambient,100,AM 1.5,FALSE,,,1.07,15.43,0.76,12.47
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.15MA0.85PbBr0.45I2.55,Cs; MA,Cs, MA,na,na,0.15; 0.85,0.15,0.85,0,0,2.1055,47.196,14.201501,843.71,2.286,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.45; 2.55,0.45,2.55,2.164,119.85,299.69498,1028.125,2.705,0.900116995,0.549907579,1.71,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60 | BCP,PEDOT:PSS,1,Air,Ambient,100,AM 1.5,FALSE,,,1.09,13.16,0.73,10.39
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.15MA0.85PbBr0.45I2.55,Cs; MA,Cs, MA,na,na,0.15; 0.85,0.15,0.85,0,0,2.1055,47.196,14.201501,843.71,2.286,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.45; 2.55,0.45,2.55,2.164,119.85,299.69498,1028.125,2.705,0.900116995,0.549907579,1.78,FALSE,,1,Spin-coating,1,SLG | ITO,PCBM-60 | BCP,PEDOT:PSS,1,Air,Ambient,100,AM 1.5,FALSE,,,1.11,11.27,0.69,8.56
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,1.09,22.86,0.72,17.94
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,1.02,21.76,0.25,5.63
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,0.97,20.9,0.72,14.5
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,,,,10.1
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,0.97,22.4,0.72,15.5
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,1.003,18.29,0.68,12.45
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,Ti,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,1.07,18.1,0.75,14.5
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | ITO,PCBM-60 | BCP,PEDOT:PSS,1,N2,N2,100,AM 1.5,FALSE,,,0.8,19.4,0.73,11.3
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,N2,N2,100,AM 1.5,FALSE,,,0.94,17.7,0.48,7.93
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,N2,N2,100,AM 1.5,FALSE,,,0.99,19,0.52,9.7
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,MAPbI3,MA,MA,na,na,na,1,1,0,0,0,2.17,32.07,8.68,926.3,2.55,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.911521131,0.540909091,1.6,FALSE,Composition,1,Spin-coating,1,SLG | ITO,SnO2-c,Spiro-MeOTAD,1,N2,N2,100,AM 1.5,FALSE,,10,1.15,23.11,0.762,20.24
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.1FA0.765MA0.135PbBr0.45I2.55,Cs; FA; MA,Cs, FA, MA,na,0.1; 0.765; 0.135,0.1,0.765,0.135,0,2.4024,52.09135,12.299801,812.182,2.3892999,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.45; 2.55,0.45,2.55,2.164,119.85,299.69498,1028.125,2.705,0.962710914,0.549907579,,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c | TiO2-mp,Spiro-MeOTAD,1,Air,Air,100,AM 1.5,FALSE,,10,1.115,22.47,0.78,19.54
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FASnI3,FA,FA,na,na,na,1,1,0,0,0,2.53,45.06,8.6,849.1,2.57,Sn,Sn,na,1,1,0,1.15,118.71,121,708.6,1.96,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.99839256,0.522727273,,FALSE,,1,Spin-coating,1,SLG | FTO,PCBM-60 | BCP,PEDOT:PSS,1,N2,N2,100,AM 1.5,FALSE,,,0.23,13.76,0.49,1.56
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.02FA0.98SnI3,Cs; FA,Cs, FA,na,na,0.02; 0.98,0.02,0.98,0,0,2.5142,46.817,9.3378,839.63196,2.5344,Sn,Sn,na,1,1,0,1.15,118.71,121,708.6,1.96,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.995057549,0.522727273,,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Ambient,100,AM 1.5,FALSE,,,0.43,18.53,0.68,5.41
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.05FA0.95SnI3,Cs; FA,Cs, FA,na,na,0.05; 0.95,0.05,0.95,0,0,2.4904997,49.4525,10.4445,825.42993,2.481,Sn,Sn,na,1,1,0,1.15,118.71,121,708.6,1.96,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.990054969,0.522727273,,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Ambient,100,AM 1.5,FALSE,,,0.45,19.64,0.65,5.74
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.08FA0.92SnI3,Cs; FA,Cs, FA,na,na,0.08; 0.92,0.08,0.92,0,0,2.4668,52.088,11.551201,811.228,2.4276,Sn,Sn,na,1,1,0,1.15,118.71,121,708.6,1.96,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.985052515,0.522727273,,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Ambient,100,AM 1.5,FALSE,,,0.44,20.48,0.66,6
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.1FA0.9SnI3,Cs; FA,Cs, FA,na,na,0.1; 0.9,0.1,0.9,0,0,2.451,53.845,12.2890005,801.75995,2.392,Sn,Sn,na,1,1,0,1.15,118.71,121,708.6,1.96,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.981717504,0.522727273,,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Ambient,100,AM 1.5,FALSE,,,0.41,18.21,0.64,4.76
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.15FA0.85SnI3,Cs; FA,Cs, FA,na,na,0.15; 0.85,0.15,0.85,0,0,2.4115,58.237503,14.133501,778.08997,2.303,Sn,Sn,na,1,1,0,1.15,118.71,121,708.6,1.96,I,I,na,3,3,0,2.2,126.9,295.3,1008.4001,2.66,0.973379977,0.522727273,,FALSE,,1,Spin-coating,1,SLG | ITO,C60 | BCP,PEDOT:PSS,1,Air,Ambient,100,AM 1.5,FALSE,,,0.37,16.28,0.61,3.7
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Cs, FA, MA,na,0.05; 0.79; 0.16,0.05,0.79,0.16,0,2.4329,47.3741,10.4573,837.782,2.4778,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.51; 2.49,0.51,2.49,2.1592,118.91,300.281,1030.755,2.7110002,0.969516616,0.551130048,,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,0.92,18.26,0.51,8.62
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Cs, FA, MA,na,0.05; 0.79; 0.16,0.05,0.79,0.16,0,2.4329,47.3741,10.4573,837.782,2.4778,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.51; 2.49,0.51,2.49,2.1592,118.91,300.281,1030.755,2.7110002,0.969516616,0.551130048,,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,1.11,21.86,0.7,17.02
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Cs, FA, MA,na,0.05; 0.79; 0.16,0.05,0.79,0.16,0,2.4329,47.3741,10.4573,837.782,2.4778,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.51; 2.49,0.51,2.49,2.1592,118.91,300.281,1030.755,2.7110002,0.969516616,0.551130048,,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,1.13,22.7,0.75,19.23
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Cs, FA, MA,na,0.05; 0.79; 0.16,0.05,0.79,0.16,0,2.4329,47.3741,10.4573,837.782,2.4778,Pb,Pb,na,1,1,0,1.19,207.2,110,715.6,2.33,Br; I,Br, I,0.51; 2.49,0.51,2.49,2.1592,118.91,300.281,1030.755,2.7110002,0.969516616,0.551130048,,FALSE,,1,Spin-coating,1,SLG | FTO,TiO2-c,Spiro-MeOTAD,1,Air,Ambient,100,AM 1.5,FALSE,,,1.12,22.06,0.73,18.12
